source_id,destination_id,units_shipped,total_cost
S6f5cad9,D53095e0,11221,2457.4
S6f5cad9,D759aba7,17726,1365.38
S6f5cad9,Df4d06c4,15210,604.5
S6f5cad9,D4d5a593,10035,2875.82
S6f5cad9,D759aba7,19761,1522.13
S6f5cad9,D4d5a593,11818,3741.33
S6f5cad9,D53095e0,19151,363.87
S6f5cad9,Dac7fd09,12440,2363.6
S6f5cad9,D4d5a593,12152,5305.31
S6f5cad9,Dd42da4c,10049,375.16
S6f5cad9,Dac7fd09,12556,125.56
S6f5cad9,Df4d06c4,16645,-4.27
S6f5cad9,Df4d06c4,18753,2433.08
S6f5cad9,D53095e0,15794,-173.73
S6f5cad9,D759aba7,12638,2869.17
S6f5cad9,D53095e0,16257,2422.29
S6f5cad9,Dac7fd09,12064,241.28
S6f5cad9,Df4d06c4,13707,1778.4
S6f5cad9,Dac7fd09,10860,977.4
S6f5cad9,D53095e0,14598,131.38
S6f5cad9,D759aba7,15242,1174.05
S6f5cad9,Dd42da4c,17649,2070.82
S6f5cad9,D4d5a593,14491,4152.82
S6f5cad9,Dd42da4c,18939,2600.96
S6f5cad9,D53095e0,16712,-16.71
S6f5cad9,Dd42da4c,11800,1266.53
S6f5cad9,Dac7fd09,17568,1229.76
S6f5cad9,D4d5a593,10863,723.25
S6f5cad9,Dac7fd09,18132,4895.64
S6f5cad9,Dac7fd09,12899,2966.77
S6f5cad9,Dac7fd09,14360,-143.6
S6f5cad9,D759aba7,18275,1773.17
S6f5cad9,Dd42da4c,13671,3791.42
S6f5cad9,Dac7fd09,16704,-0.0
S6f5cad9,Dac7fd09,17060,853.0
S6f5cad9,Df4d06c4,15365,16129.31
S6f5cad9,D53095e0,19260,1328.94
S6f5cad9,D53095e0,13759,674.19
S6f5cad9,Df4d06c4,17267,5003.0
S6f5cad9,D53095e0,15027,1788.21
S6f5cad9,D4d5a593,11128,852.17
S6f5cad9,Dd42da4c,19597,4651.02
S6f5cad9,D4d5a593,18070,1022.38
S6f5cad9,Df4d06c4,15083,1956.92
S6f5cad9,D4d5a593,16895,1631.7
S6f5cad9,Df4d06c4,14960,5531.36
S6f5cad9,Dd42da4c,15033,711.56
S6f5cad9,D759aba7,16306,766.82
S6f5cad9,D53095e0,16229,-16.23
S6f5cad9,Dac7fd09,16325,653.0
S6f5cad9,D4d5a593,15729,1204.51
S6f5cad9,D53095e0,19181,556.25
S6f5cad9,D4d5a593,10326,1203.79
S6f5cad9,Dac7fd09,11544,3232.32
S6f5cad9,D4d5a593,11525,1919.82
S6f5cad9,D53095e0,10924,-120.16
S6f5cad9,D759aba7,16039,914.66
S6f5cad9,Df4d06c4,13405,3347.81
S6f5cad9,D53095e0,11959,346.81
S6f5cad9,Dd42da4c,16563,452.72
S6f5cad9,D53095e0,11461,4802.16
S6f5cad9,Df4d06c4,15222,-156.12
S6f5cad9,D4d5a593,11202,1641.98
S6f5cad9,D53095e0,19182,-402.82
S6f5cad9,Dd42da4c,15445,12469.26
S6f5cad9,Dd42da4c,14894,2790.14
S6f5cad9,Df4d06c4,17645,2465.78
S6f5cad9,Dac7fd09,17542,4385.5
S6f5cad9,Dac7fd09,17455,1745.5
S6f5cad9,Df4d06c4,19656,4319.28
S6f5cad9,D4d5a593,19232,1472.77
S6f5cad9,D4d5a593,19061,4318.82
S6f5cad9,D53095e0,18070,885.43
S6f5cad9,D759aba7,14306,672.77
S6f5cad9,Df4d06c4,14358,3585.82
S6f5cad9,Dd42da4c,10675,-241.97
S6f5cad9,Dd42da4c,14403,3274.28
S6f5cad9,D759aba7,10666,608.25
S6f5cad9,D759aba7,12623,1224.77
S6f5cad9,Df4d06c4,14283,2424.45
S6f5cad9,D759aba7,12617,1855.04
S6f5cad9,D759aba7,19262,1483.69
S6f5cad9,D759aba7,17208,2185.88
S6f5cad9,Df4d06c4,12723,251.2
S6f5cad9,D53095e0,10876,967.96
S6f5cad9,D759aba7,11136,300.97
S6f5cad9,Dd42da4c,17296,3067.16
S6f5cad9,D53095e0,19949,977.5
S6f5cad9,D759aba7,17414,470.65
S6f5cad9,Df4d06c4,10827,1404.73
S6f5cad9,Dac7fd09,18271,913.55
S6f5cad9,D759aba7,11216,2097.7
S6f5cad9,Dac7fd09,11805,118.05
S6f5cad9,D759aba7,18733,2004.94
S6f5cad9,Dac7fd09,11858,830.06
S6f5cad9,D53095e0,18863,8658.12
S6f5cad9,Df4d06c4,13636,1496.46
S6f5cad9,D759aba7,14393,676.86
S6f5cad9,D53095e0,18270,164.43
S6f5cad9,Dac7fd09,15866,2221.24
S6f5cad9,D759aba7,13086,1138.84
S6f5cad9,D53095e0,12857,244.28
S6f5cad9,Df4d06c4,10736,-2.75
S6f5cad9,D53095e0,16570,1806.13
S6f5cad9,Dd42da4c,19776,3111.42
S6f5cad9,Df4d06c4,12805,252.82
S6f5cad9,D4d5a593,10313,583.5
S6f5cad9,Dac7fd09,16509,495.27
S6f5cad9,Dd42da4c,19599,3671.55
S6f5cad9,D4d5a593,11539,1114.42
S6f5cad9,Dac7fd09,14143,282.86
S6f5cad9,D4d5a593,17442,3951.99
S6f5cad9,Dac7fd09,17593,13898.47
S6f5cad9,Dd42da4c,16789,4320.37
S6f5cad9,Dd42da4c,16554,-209.68
S6f5cad9,D53095e0,13761,1637.56
S6f5cad9,D4d5a593,19133,6631.1
S6f5cad9,Df4d06c4,10826,3028.5
S6f5cad9,D4d5a593,13590,5797.21
S6f5cad9,Df4d06c4,15389,1534.95
S6f5cad9,D4d5a593,13733,2699.62
S6f5cad9,D53095e0,17961,3574.24
S6f5cad9,Df4d06c4,13275,-268.9
S6f5cad9,Dd42da4c,11798,-31.46
S6f5cad9,Df4d06c4,13959,-143.17
S6f5cad9,Dd42da4c,13916,5111.81
S6f5cad9,D759aba7,12621,1729.42
S6f5cad9,Dd42da4c,10160,74.51
S6f5cad9,D4d5a593,11414,303.37
S6f5cad9,Dac7fd09,19994,-0.0
S6f5cad9,Dac7fd09,17048,1193.36
S6f5cad9,D759aba7,10084,978.42
S6f5cad9,D4d5a593,18462,2336.9
S6f5cad9,D759aba7,14067,3474.93
S6f5cad9,D759aba7,17036,2334.39
S6f5cad9,D4d5a593,11479,305.1
S6f5cad9,D759aba7,11542,889.05
