source_id,destination_id,units_shipped,total_cost
S98afbde,Dac7fd09,19102,1004.22
S98afbde,Dac7fd09,11443,258.28
S98afbde,Dac7fd09,10726,134.84
S98afbde,Dd42da4c,12095,701.51
S98afbde,D53095e0,12315,909.72
S98afbde,Df4d06c4,14715,1667.7
S98afbde,D759aba7,12891,1969.46
S98afbde,D759aba7,12669,1682.16
S98afbde,D759aba7,18079,3123.65
S98afbde,Dac7fd09,14537,764.23
S98afbde,Dd42da4c,15758,1229.12
S98afbde,Df4d06c4,18936,252.48
S98afbde,Dd42da4c,18132,145.06
S98afbde,Dac7fd09,13776,310.94
S98afbde,D4d5a593,13815,3635.07
S98afbde,D759aba7,17466,921.82
S98afbde,D4d5a593,17513,2681.68
S98afbde,Dac7fd09,13020,424.08
S98afbde,D53095e0,19514,2222.08
S98afbde,D53095e0,13395,319.75
S98afbde,Dac7fd09,16896,212.41
S98afbde,Df4d06c4,10924,145.65
S98afbde,D759aba7,12264,279.35
S98afbde,Dac7fd09,16139,1494.01
S98afbde,Dac7fd09,14158,1735.37
S98afbde,Dd42da4c,12460,1968.68
S98afbde,Dac7fd09,11183,4054.64
S98afbde,D759aba7,13222,830.05
S98afbde,Df4d06c4,12391,536.94
S98afbde,Dac7fd09,13657,3995.65
S98afbde,D4d5a593,13562,3026.02
S98afbde,D53095e0,16869,571.37
S98afbde,D759aba7,12813,1701.28
S98afbde,D53095e0,12267,660.84
S98afbde,Dd42da4c,11997,95.98
S98afbde,Dd42da4c,16448,296.06
S98afbde,Dd42da4c,15001,1620.11
S98afbde,D4d5a593,16386,870.51
S98afbde,Df4d06c4,11801,393.37
S98afbde,D759aba7,17770,404.76
S98afbde,D53095e0,10321,659.21
S98afbde,Dac7fd09,14063,598.68
S98afbde,Dd42da4c,18660,1642.08
S98afbde,D4d5a593,19158,4274.63
S98afbde,Dd42da4c,15938,605.64
S98afbde,Dd42da4c,18429,-36.86
S98afbde,D53095e0,17530,3573.86
S98afbde,D759aba7,12672,2189.44
S98afbde,Dac7fd09,11794,384.15
S98afbde,Dac7fd09,13656,2220.08
S98afbde,D53095e0,17889,605.92
S98afbde,D53095e0,18738,1009.43
S98afbde,D53095e0,10480,459.77
S98afbde,Df4d06c4,11133,37.11
S98afbde,Df4d06c4,14525,2372.42
S98afbde,Df4d06c4,14829,494.3
S98afbde,Df4d06c4,11389,1176.86
S98afbde,D4d5a593,14087,607.5
S98afbde,Df4d06c4,13295,1107.92
S98afbde,D759aba7,10857,1441.57
S98afbde,D759aba7,19668,1038.03
S98afbde,Dac7fd09,17747,1820.34
S98afbde,Dd42da4c,10591,508.37
S98afbde,Dac7fd09,17808,1648.51
S98afbde,D759aba7,13396,3788.09
S98afbde,Dd42da4c,13591,1739.65
S98afbde,Df4d06c4,16019,213.59
S98afbde,D4d5a593,14538,2662.27
S98afbde,Df4d06c4,19469,2011.8
S98afbde,Df4d06c4,19075,1017.33
S98afbde,D4d5a593,18333,1340.6
S98afbde,D4d5a593,12886,1200.01
S98afbde,Df4d06c4,17792,770.99
S98afbde,Df4d06c4,18754,1750.37
S98afbde,Dd42da4c,16574,1127.03
S98afbde,Df4d06c4,16432,1862.29
S98afbde,Dd42da4c,15054,120.43
S98afbde,Dac7fd09,19077,2719.84
S98afbde,D53095e0,18461,256.07
S98afbde,Df4d06c4,10183,33.94
S98afbde,D53095e0,13791,3225.31
S98afbde,Df4d06c4,18233,425.44
S98afbde,D4d5a593,13094,433.74
S98afbde,Dac7fd09,17241,2285.66
S98afbde,D4d5a593,16172,1344.3
S98afbde,Df4d06c4,17978,958.83
S98afbde,Dd42da4c,11610,441.18
S98afbde,Dac7fd09,17016,554.24
S98afbde,D4d5a593,14186,1604.79
S98afbde,D53095e0,11514,735.41
S98afbde,Dac7fd09,15209,1864.19
S98afbde,Dd42da4c,19558,2894.58
S98afbde,D759aba7,10522,2554.51
S98afbde,Df4d06c4,16711,222.81
S98afbde,Dd42da4c,14131,819.6
S98afbde,D759aba7,10350,3547.75
S98afbde,Dac7fd09,18797,612.25
S98afbde,Dd42da4c,15756,4380.17
S98afbde,D4d5a593,11061,1472.5
S98afbde,Dd42da4c,18870,2415.36
S98afbde,D4d5a593,15986,3407.02
S98afbde,D53095e0,11923,642.3
